timestamp,location_id,actual_fare
2024-02-01 07:27:00,3,231.0
2024-02-01 07:30:00,3,284.0
2024-02-01 07:31:00,3,258.0
2024-02-01 07:35:00,3,221.0
2024-02-01 07:50:00,3,180.0
2024-02-01 07:53:00,3,242.0
2024-02-01 07:54:00,3,470.0
2024-02-01 07:57:00,3,287.0
2024-02-01 08:02:00,3,184.0
2024-02-01 08:03:00,3,483.0
2024-02-01 08:07:00,3,168.0
2024-02-01 08:13:00,3,329.00000000000006
2024-02-01 08:16:00,3,364.0
2024-02-01 08:26:00,3,277.0
2024-02-01 08:41:00,3,152.0
2024-02-01 08:55:00,3,418.00000000000006
2024-02-01 08:59:00,3,251.0
2024-02-01 09:05:00,3,333.00000000000006
2024-02-01 09:12:00,3,417.00000000000006
2024-02-01 09:19:00,3,162.0
