timestamp,location_id,predicted_fare
2024-02-01 07:27:00,3,264.1719236075878
2024-02-01 07:30:00,3,233.80094170570376
2024-02-01 07:31:00,3,169.76863772794604
2024-02-01 07:35:00,3,213.5799211263657
2024-02-01 07:50:00,3,221.41435228288177
2024-02-01 07:53:00,3,276.78432416915894
2024-02-01 07:54:00,3,375.29516541957855
2024-02-01 07:57:00,3,230.77045647799972
2024-02-01 08:02:00,3,235.20835444331172
2024-02-01 08:03:00,3,400.84799361228943
2024-02-01 08:07:00,3,217.7896157205105
2024-02-01 08:13:00,3,417.9908351302147
2024-02-01 08:16:00,3,343.8930585384369
2024-02-01 08:26:00,3,265.2604829668999
2024-02-01 08:41:00,3,201.379998639226
2024-02-01 08:55:00,3,421.81393456459045
2024-02-01 08:59:00,3,197.36139661073688
2024-02-01 09:05:00,3,376.6338794827461
2024-02-01 09:12:00,3,377.0740502476692
2024-02-01 09:19:00,3,170.98809250444174
