timestamp,location_id,predicted_fare
2024-02-01 07:39:00,4,231.60746219754222
2024-02-01 07:44:00,4,393.93067675828934
2024-02-01 07:48:00,4,392.4021026492119
2024-02-01 07:49:00,4,396.9552906155586
2024-02-01 07:52:00,4,418.65899604558945
2024-02-01 07:59:00,4,345.96508544683456
2024-02-01 08:01:00,4,248.42766436934474
2024-02-01 08:04:00,4,344.46467727422714
2024-02-01 08:10:00,4,231.37940444052222
2024-02-01 08:12:00,4,221.81544125080111
2024-02-01 08:15:00,4,378.30993992090225
2024-02-01 08:18:00,4,373.8002697825432
2024-02-01 08:23:00,4,280.2168136537075
2024-02-01 08:27:00,4,374.369974732399
2024-02-01 08:34:00,4,235.32577145099643
2024-02-01 08:35:00,4,202.67505966126922
2024-02-01 08:36:00,4,374.796790599823
2024-02-01 08:38:00,4,361.17598086595535
2024-02-01 08:44:00,4,367.48770928382874
2024-02-01 08:57:00,4,247.62206450104716
2024-02-01 09:00:00,4,181.23769810795787
2024-02-01 09:01:00,4,203.4711322039366
2024-02-01 09:06:00,4,190.2155461534858
2024-02-01 09:13:00,4,181.36453063040975
