timestamp,location_id,actual_fare
2024-02-01 07:40:00,5,244.99999999999997
2024-02-01 07:41:00,5,370.99999999999994
2024-02-01 07:45:00,5,366.0
2024-02-01 07:47:00,5,312.0
2024-02-01 07:55:00,5,216.0
2024-02-01 07:56:00,5,353.0
2024-02-01 07:58:00,5,191.0
2024-02-01 08:05:00,5,205.99999999999997
2024-02-01 08:06:00,5,346.0
2024-02-01 08:09:00,5,307.0
2024-02-01 08:11:00,5,411.99999999999994
2024-02-01 08:14:00,5,284.0
2024-02-01 08:22:00,5,336.00000000000006
2024-02-01 08:29:00,5,184.0
2024-02-01 08:32:00,5,322.0
2024-02-01 08:39:00,5,248.00000000000003
2024-02-01 08:42:00,5,441.0
2024-02-01 08:43:00,5,487.0
2024-02-01 08:51:00,5,165.0
2024-02-01 08:56:00,5,461.0
2024-02-01 09:10:00,5,354.0
2024-02-01 09:16:00,5,444.0
2024-02-01 09:18:00,5,480.0
