timestamp,location_id,actual_fare
2024-02-01 07:14:00,1,368.99999999999994
2024-02-01 07:16:00,1,264.0
2024-02-01 07:23:00,1,368.99999999999994
2024-02-01 07:24:00,1,251.0
2024-02-01 07:25:00,1,223.99999999999997
2024-02-01 07:26:00,1,292.0
2024-02-01 07:34:00,1,222.0
2024-02-01 07:43:00,1,362.0
2024-02-01 08:00:00,1,275.0
2024-02-01 08:21:00,1,442.0
2024-02-01 08:25:00,1,282.0
2024-02-01 08:30:00,1,493.00000000000006
2024-02-01 08:37:00,1,251.0
2024-02-01 08:45:00,1,333.00000000000006
2024-02-01 08:47:00,1,210.0
2024-02-01 08:50:00,1,251.0
2024-02-01 08:53:00,1,467.0
2024-02-01 09:03:00,1,409.99999999999994
2024-02-01 09:08:00,1,419.0
2024-02-01 09:11:00,1,326.00000000000006
2024-02-01 09:15:00,1,364.0
2024-02-01 09:17:00,1,457.00000000000006
2024-02-01 07:38:00,2,380.0
2024-02-01 07:42:00,2,446.0
2024-02-01 07:46:00,2,218.0
2024-02-01 07:51:00,2,412.99999999999994
2024-02-01 08:08:00,2,412.99999999999994
2024-02-01 08:17:00,2,335.00000000000006
2024-02-01 08:19:00,2,185.99999999999997
2024-02-01 08:20:00,2,150.0
2024-02-01 08:24:00,2,435.0
2024-02-01 08:28:00,2,150.0
2024-02-01 08:31:00,2,253.0
2024-02-01 08:33:00,2,158.0
2024-02-01 08:40:00,2,370.99999999999994
2024-02-01 08:46:00,2,344.0
2024-02-01 08:48:00,2,232.0
2024-02-01 08:49:00,2,272.0
2024-02-01 08:52:00,2,365.0
2024-02-01 08:54:00,2,294.0
2024-02-01 08:58:00,2,443.0
2024-02-01 09:02:00,2,483.0
2024-02-01 09:04:00,2,458.00000000000006
2024-02-01 09:07:00,2,285.0
2024-02-01 09:09:00,2,425.0
2024-02-01 09:14:00,2,188.00000000000003
2024-02-01 07:27:00,3,231.0
2024-02-01 07:30:00,3,284.0
2024-02-01 07:31:00,3,258.0
2024-02-01 07:35:00,3,221.0
2024-02-01 07:50:00,3,180.0
2024-02-01 07:53:00,3,242.0
2024-02-01 07:54:00,3,470.0
2024-02-01 07:57:00,3,287.0
2024-02-01 08:02:00,3,184.0
2024-02-01 08:03:00,3,483.0
2024-02-01 08:07:00,3,168.0
2024-02-01 08:13:00,3,329.00000000000006
2024-02-01 08:16:00,3,364.0
2024-02-01 08:26:00,3,277.0
2024-02-01 08:41:00,3,152.0
2024-02-01 08:55:00,3,418.00000000000006
2024-02-01 08:59:00,3,251.0
2024-02-01 09:05:00,3,333.00000000000006
2024-02-01 09:12:00,3,417.00000000000006
2024-02-01 09:19:00,3,162.0
2024-02-01 07:39:00,4,262.0
2024-02-01 07:44:00,4,337.00000000000006
2024-02-01 07:48:00,4,474.0
2024-02-01 07:49:00,4,487.99999999999994
2024-02-01 07:52:00,4,321.0
2024-02-01 07:59:00,4,363.0
2024-02-01 08:01:00,4,170.0
2024-02-01 08:04:00,4,329.00000000000006
2024-02-01 08:10:00,4,175.0
2024-02-01 08:12:00,4,220.0
2024-02-01 08:15:00,4,366.0
2024-02-01 08:18:00,4,324.0
2024-02-01 08:23:00,4,290.0
2024-02-01 08:27:00,4,426.0
2024-02-01 08:34:00,4,183.0
2024-02-01 08:35:00,4,277.0
2024-02-01 08:36:00,4,303.0
2024-02-01 08:38:00,4,373.99999999999994
2024-02-01 08:44:00,4,472.0
2024-02-01 08:57:00,4,273.0
2024-02-01 09:00:00,4,215.0
2024-02-01 09:01:00,4,162.0
2024-02-01 09:06:00,4,188.00000000000003
2024-02-01 09:13:00,4,202.0
2024-02-01 07:40:00,5,244.99999999999997
2024-02-01 07:41:00,5,370.99999999999994
2024-02-01 07:45:00,5,366.0
2024-02-01 07:47:00,5,312.0
2024-02-01 07:55:00,5,216.0
2024-02-01 07:56:00,5,353.0
2024-02-01 07:58:00,5,191.0
2024-02-01 08:05:00,5,205.99999999999997
2024-02-01 08:06:00,5,346.0
2024-02-01 08:09:00,5,307.0
2024-02-01 08:11:00,5,411.99999999999994
2024-02-01 08:14:00,5,284.0
2024-02-01 08:22:00,5,336.00000000000006
2024-02-01 08:29:00,5,184.0
2024-02-01 08:32:00,5,322.0
2024-02-01 08:39:00,5,248.00000000000003
2024-02-01 08:42:00,5,441.0
2024-02-01 08:43:00,5,487.0
2024-02-01 08:51:00,5,165.0
2024-02-01 08:56:00,5,461.0
2024-02-01 09:10:00,5,354.0
2024-02-01 09:16:00,5,444.0
2024-02-01 09:18:00,5,480.0
