timestamp,location_id,predicted_fare
2024-02-01 07:40:00,5,234.71576258540156
2024-02-01 07:41:00,5,438.8331080675125
2024-02-01 07:45:00,5,455.40505892038345
2024-02-01 07:47:00,5,421.7478465437889
2024-02-01 07:55:00,5,185.02435760200026
2024-02-01 07:56:00,5,438.89066725969315
2024-02-01 07:58:00,5,247.41868314146998
2024-02-01 08:05:00,5,227.38000787794593
2024-02-01 08:06:00,5,434.4271984100342
2024-02-01 08:09:00,5,405.1515157222748
2024-02-01 08:11:00,5,408.8549203276634
2024-02-01 08:14:00,5,218.84255681931975
2024-02-01 08:22:00,5,428.8295617699623
2024-02-01 08:29:00,5,256.38731849193573
2024-02-01 08:32:00,5,398.40949749946594
2024-02-01 08:39:00,5,192.66226166486743
2024-02-01 08:42:00,5,427.96322000026703
2024-02-01 08:43:00,5,393.3968344926834
2024-02-01 08:51:00,5,235.14834061264995
2024-02-01 08:56:00,5,413.68319422006607
2024-02-01 09:10:00,5,439.33670419454575
2024-02-01 09:16:00,5,371.64900797605515
2024-02-01 09:18:00,5,403.26456439495087
