timestamp,location_id,actual_fare
2024-02-01 07:38:00,2,380.0
2024-02-01 07:42:00,2,446.0
2024-02-01 07:46:00,2,218.0
2024-02-01 07:51:00,2,412.99999999999994
2024-02-01 08:08:00,2,412.99999999999994
2024-02-01 08:17:00,2,335.00000000000006
2024-02-01 08:19:00,2,185.99999999999997
2024-02-01 08:20:00,2,150.0
2024-02-01 08:24:00,2,435.0
2024-02-01 08:28:00,2,150.0
2024-02-01 08:31:00,2,253.0
2024-02-01 08:33:00,2,158.0
2024-02-01 08:40:00,2,370.99999999999994
2024-02-01 08:46:00,2,344.0
2024-02-01 08:48:00,2,232.0
2024-02-01 08:49:00,2,272.0
2024-02-01 08:52:00,2,365.0
2024-02-01 08:54:00,2,294.0
2024-02-01 08:58:00,2,443.0
2024-02-01 09:02:00,2,483.0
2024-02-01 09:04:00,2,458.00000000000006
2024-02-01 09:07:00,2,285.0
2024-02-01 09:09:00,2,425.0
2024-02-01 09:14:00,2,188.00000000000003
